,company name,ratings,company_type,location,other_loc
112,GlobalLogic,3.5,IT Services & Consulting, Bangalore / Bengaluru ,60 other locations
113,ICICI Lombard General Insurance Company,3.5,Insurance, Bangalore / Bengaluru ,311 other locations
114,Tata Capital,4.0,NBFC, Bangalore / Bengaluru ,434 other locations
115,Standard Chartered,3.6,Banking, Bangalore / Bengaluru ,68 other locations
116,Mahindra Finance,3.9,NBFC, Bangalore / Bengaluru ,728 other locations
117,Apollo Hospitals,4.1,Healthcare, Bangalore / Bengaluru ,229 other locations
118,Bosch Global Software Technologies,3.7,IT Services & Consulting, Bangalore / Bengaluru ,47 other locations
119,PolicyBazaar,3.6,Internet, Bangalore / Bengaluru ,149 other locations
120,UST,3.7,IT Services & Consulting, Bangalore / Bengaluru ,50 other locations
121,Ashok Leyland,4.0,Automobile, Bangalore / Bengaluru ,254 other locations
122,Citicorp,3.7,Financial Services, Bangalore / Bengaluru ,68 other locations
123,Swiggy,3.7,Internet, Bangalore / Bengaluru ,228 other locations
124,Hero MotoCorp,4.1,Automobile, Bangalore / Bengaluru ,364 other locations
125,Cyient,3.6,IT Services & Consulting, Bangalore / Bengaluru ,48 other locations
126,SBI Cards & Payment Services,3.7,Financial Services, Bangalore / Bengaluru ,433 other locations
127,Kalpataru Projects International,4.1,Engineering & Construction, Bangalore / Bengaluru ,320 other locations
128,JustDial,3.5,Internet, Bangalore / Bengaluru ,228 other locations
129,BNY,3.7,Financial Services, Bangalore / Bengaluru ,25 other locations
130,IQVIA,3.7,Clinical Research, Bangalore / Bengaluru ,62 other locations
131,SBI Life Insurance Company,3.7,Insurance, Bangalore / Bengaluru ,651 other locations
132,CBRE,4.1,Real Estate, Bangalore / Bengaluru ,91 other locations
133,TVS Motor,3.9,Automobile, Bangalore / Bengaluru ,349 other locations
134,NTT Data,3.8,IT Services & Consulting, Bangalore / Bengaluru ,79 other locations
135,Nagarjuna Construction Company,4.0,Engineering & Construction, Bangalore / Bengaluru ,295 other locations
136,Schneider Electric,4.1,Industrial Automation, Bangalore / Bengaluru ,120 other locations
137,Persistent Systems,3.6,IT Services & Consulting, Bangalore / Bengaluru ,42 other locations
138,vivo,4.1,Consumer Electronics & Appliances, Bangalore / Bengaluru ,413 other locations
139,State Bank of India,3.8,Banking, Bangalore / Bengaluru ,618 other locations
140,Atos,3.8,IT Services & Consulting, Bangalore / Bengaluru ,49 other locations
141,Ecom Express,4.0,Logistics, Bangalore / Bengaluru ,775 other locations
142,Eviden,3.6,IT Services & Consulting, Bangalore / Bengaluru ,39 other locations
143,KEC International,4.0,Engineering & Construction, Bangalore / Bengaluru ,312 other locations
144,Amdocs,3.6,Software Product, Bangalore / Bengaluru ,23 other locations
145,Nagarro,3.9,IT Services & Consulting, Bangalore / Bengaluru ,49 other locations
146,JBM Group,3.9,Auto Components, Bangalore / Bengaluru ,116 other locations
147,Varun Beverages,4.0,Beverage, Bangalore / Bengaluru ,379 other locations
148,ITC Infotech,3.7,IT Services & Consulting, Bangalore / Bengaluru ,66 other locations
149,Home Credit Finance,4.0,NBFC, Bangalore / Bengaluru ,136 other locations
150,Bosch,4.1,Auto Components, Bangalore / Bengaluru ,128 other locations
151,EY Global Delivery Services ( EY GDS),3.5,IT Services & Consulting, Bangalore / Bengaluru ,56 other locations
152,Hewlett Packard Enterprise,4.1,IT Services & Consulting, Bangalore / Bengaluru ,103 other locations
153,Mahindra Logistics,3.7,Logistics, Bangalore / Bengaluru ,233 other locations
154,L&T Finance,3.9,NBFC, Bangalore / Bengaluru ,628 other locations
155,Aditya Birla Fashion and Retail,4.1,Fashion & Textile, Bangalore / Bengaluru ,290 other locations
156,Utkarsh Small Finance Bank,3.6,Banking, Bangalore / Bengaluru ,406 other locations
157,OPPO,3.9,Consumer Electronics & Appliances, Bangalore / Bengaluru ,409 other locations
158,Randstad,3.7,Recruitment, Bangalore / Bengaluru ,350 other locations
159,Dell,3.8,Consumer Electronics & Appliances, Bangalore / Bengaluru ,117 other locations
160,CARS24,3.4,Internet, Bangalore / Bengaluru ,173 other locations
161,Havells,3.9,Electrical Equipment, Bangalore / Bengaluru ,258 other locations
162,R1 RCM,3.8,BPO, Bangalore / Bengaluru ,47 other locations
163,Intas Pharmaceuticals,4.1,Pharma, Bangalore / Bengaluru ,148 other locations
164,Tata AIA Life Insurance,3.9,Insurance, Bangalore / Bengaluru ,440 other locations
165,Hyundai Motor India Limited,4.1,Automobile, Bangalore / Bengaluru ,287 other locations
166,Deutsche Bank,3.8,Banking, Bangalore / Bengaluru ,42 other locations
167,Hetero,3.9,Pharma, Bangalore / Bengaluru ,67 other locations
168,Motilal Oswal Financial Services,3.7,Financial Services, Bangalore / Bengaluru ,167 other locations
169,Team Lease,3.9,Recruitment, Bangalore / Bengaluru ,394 other locations
170,Berger Paints,3.7,Chemicals, Bangalore / Bengaluru ,352 other locations
171,Lenskart,3.3,Internet, Bangalore / Bengaluru ,239 other locations
172,Thermax Limited,4.2,Industrial Machinery, Bangalore / Bengaluru ,247 other locations
173,Bajaj Auto,3.8,Automobile, Bangalore / Bengaluru ,317 other locations
174,Aakash Educational Services,3.2,Education & Training, Bangalore / Bengaluru ,243 other locations
175,Macleods Pharmaceuticals,3.7,Pharma, Bangalore / Bengaluru ,131 other locations
176,LG Electronics,3.9,Consumer Electronics & Appliances, Bangalore / Bengaluru ,297 other locations
177,Jubilant Foods Works,3.7,Hospitality, Bangalore / Bengaluru ,261 other locations
178,VE Commercial Vehicles,3.9,Automobile, Bangalore / Bengaluru ,157 other locations
179,Royal Enfield,4.2,Automobile, Bangalore / Bengaluru ,375 other locations
180,Jindal Steel Limited,3.9,Iron & Steel, Bangalore / Bengaluru ,172 other locations
181,Hindalco Industries,4.2,Metals & Mining, Bangalore / Bengaluru ,127 other locations
182,John Deere,4.0,Industrial Machinery, Bangalore / Bengaluru ,156 other locations
183,Tata Communications,3.9,Telecom, Bangalore / Bengaluru ,102 other locations
184,DCB Bank,3.8,Banking, Bangalore / Bengaluru ,339 other locations
185,HDFC Ergo General Insurance,3.9,Insurance, Bangalore / Bengaluru ,321 other locations
186,State Street Corporation,3.5,Financial Services, Bangalore / Bengaluru ,34 other locations
187,RBL Bank,3.5,Banking, Bangalore / Bengaluru ,285 other locations
188,Cummins,4.3,Industrial Machinery, Bangalore / Bengaluru ,113 other locations
189,Oyo Rooms,3.1,Internet, Bangalore / Bengaluru ,120 other locations
190,Alembic Pharmaceuticals,3.9,Pharma, Bangalore / Bengaluru ,187 other locations
191,Pidilite Industries,4.2,Chemicals, Bangalore / Bengaluru ,311 other locations
192,Reliance Communications,4.0,Telecom, Bangalore / Bengaluru ,465 other locations
193,Bank of America,4.1,Banking, Bangalore / Bengaluru ,35 other locations
194,Carelon Global Solutions,3.9,IT Services & Consulting, Bangalore / Bengaluru ,21 other locations
195,Publicis Sapient,3.4,IT Services & Consulting, Bangalore / Bengaluru ,48 other locations
196,Subros,3.8,Auto Components, Bangalore / Bengaluru ,87 other locations
197,PVR INOX,3.9,Media & Entertainment, Bangalore / Bengaluru ,150 other locations
198,XpressBees,4.2,Logistics, Bangalore / Bengaluru ,473 other locations
199,American Express,4.1,Financial Services, Bangalore / Bengaluru ,53 other locations
200,Viatris,4.1,Pharma, Bangalore / Bengaluru ,81 other locations
201,Automatic Data Processing (ADP),3.9,Software Product, Bangalore / Bengaluru ,40 other locations
202,Kyndryl,3.9,IT Services & Consulting, Bangalore / Bengaluru ,37 other locations
203,Sodexo,4.0,Facility Management Services, Bangalore / Bengaluru ,156 other locations
204,PNB MetLife,3.4,Insurance, Bangalore / Bengaluru ,421 other locations
205,Escorts Kubota Limited,4.1,Automobile, Bangalore / Bengaluru ,154 other locations
206,Aditya Birla Sun Life Insurance,4.0,Insurance, Bangalore / Bengaluru ,489 other locations
