,company name,ratings,company_type,location,other_loc
217,Samvardhana Motherson Group,3.7,Auto Components, Pune ,93 other locations
218,Bharat Electronics,4.2,Electronics Manufacturing, Pune ,88 other locations
219,Kotak Mahindara Life Insurance,3.5,Insurance, Pune ,256 other locations
220,KPIT Technologies,3.0,Software Product, Pune ,44 other locations
221,Abbott,4.1,Pharma, Pune ,211 other locations
222,Altruist Technologies,4.4,BPO, Pune ,44 other locations
223,Aarti Industries,4.0,Agro Chemicals, Pune ,58 other locations
224,Ipca Laboratories,3.9,Pharma, Pune ,160 other locations
225,Reliance Projects & Property Management Services,4.0,IT Services & Consulting, Pune ,616 other locations
226,Indian Oil Corporation,4.3,Oil & Gas, Pune ,308 other locations
227,MRF Tyres,3.6,Auto Components, Pune ,192 other locations
228,Alkem Laboratories,3.9,Pharma, Pune ,196 other locations
229,Reliance Digital,4.2,Retail, Pune ,377 other locations
230,Johnson Controls,3.5,Industrial Automation, Pune ,57 other locations
231,IGT Solutions,3.2,BPO, Pune ,47 other locations
232,Honda Motorcycle & Scooter,4.1,Automobile, Pune ,296 other locations
233,PhonePe,4.1,FinTech, Pune ,390 other locations
234,Vishal Mega Mart,3.7,Retail, Pune ,376 other locations
235,UNO Minda,4.0,Auto Components, Pune ,109 other locations
236,Hindustan Coca Cola Beverages,4.0,Beverage, Pune ,257 other locations
237,Ford Motor,4.2,Automobile, Pune ,130 other locations
238,ArcelorMittal Nippon Steel,4.1,Iron & Steel, Pune ,86 other locations
239,UBS,3.9,Financial Services, Pune ,19 other locations
240,24/7 Customer,3.4,Software Product, Pune ,36 other locations
241,DTDC Express,3.7,Logistics, Pune ,268 other locations
242,Reliance Nippon Life Insurance,3.4,Insurance, Pune ,482 other locations
243,Ceat Tyres,3.9,Auto Components, Pune ,141 other locations
244,RSPL Group,4.0,FMCG, Pune ,255 other locations
245,ABB,4.1,Industrial Machinery, Pune ,105 other locations
246,HARMAN,3.8,Consumer Electronics & Appliances, Pune ,42 other locations
247,Cloudnine Hospital,4.4,Healthcare, Pune ,46 other locations
248,Barclays,3.7,Banking, Pune ,36 other locations
249,Indian Air Force,4.5,Defence & Aerospace, Pune ,136 other locations
250,AGS Health,4.0,Analytics & KPO, Pune ,60 other locations
251,NatWest Group,4.0,Banking, Pune ,29 other locations
252,Blinkit,3.7,Internet, Pune ,142 other locations
253,InterGlobe Aviation,3.5,Aviation, Pune ,103 other locations
254,TVS Credit Services Ltd,4.2,NBFC, Pune ,423 other locations
255,Conduent,3.4,BPO, Pune ,35 other locations
256,Alstom Transportation,3.7,Engineering & Construction, Pune ,80 other locations
257,Marpu Foundation,4.9,Non-Profit, Pune ,62 other locations
258,GeBBS Healthcare Solutions,3.7,BPO, Pune ,26 other locations
259,Tata Technologies,3.5,Engineering & Construction, Pune ,55 other locations
260,Croma,3.8,Retail, Pune ,189 other locations
261,Tata AIG,4.0,Insurance, Pune ,260 other locations
262,Max Healthcare,3.9,Healthcare, Pune ,78 other locations
263,UPL,4.1,Agro Chemicals, Pune ,185 other locations
264,PepsiCo,4.0,Food Processing, Pune ,275 other locations
265,Titan Company,4.2,Retail, Pune ,183 other locations
266,Amazon Transportation Services,4.2,Logistics, Pune ,227 other locations
267,Bajaj General Insurance Limited,3.8,Insurance, Pune ,273 other locations
268,Dilip Buildcon,3.9,Engineering & Construction, Pune ,226 other locations
269,Walmart,3.5,Retail, Pune ,93 other locations
270,Mankind Pharma,3.8,Pharma, Pune ,247 other locations
271,Varroc Group,3.6,Auto Components, Pune ,61 other locations
272,Future Group,4.2,Retail, Pune ,207 other locations
273,S&P Global,4.0,Analytics & KPO, Pune ,47 other locations
274,MSN Laboratories,3.6,Pharma, Pune ,104 other locations
275,Jindal Stainless,4.1,Iron & Steel, Pune ,76 other locations
276,Afcons Infrastructure,4.2,Engineering & Construction, Pune ,121 other locations
277,Societe Generale Global Solution Centre,3.6,IT Services & Consulting, Pune ,24 other locations
278,Torrent Pharmaceuticals,4.0,Pharma, Pune ,128 other locations
279,Quest Global,3.5,IT Services & Consulting, Pune ,47 other locations
280,CMS IT Services,3.1,IT Services & Consulting, Pune ,152 other locations
281,Square Yards,3.6,Internet, Pune ,51 other locations
282,ACC,3.9,Building Material, Pune ,272 other locations
283,I Process Services,3.8,Recruitment, Pune ,404 other locations
284,HDFC Sales,3.9,Financial Services, Pune ,345 other locations
285,IDFC FIRST Bharat,4.2,Financial Services, Pune ,420 other locations
286,Zensar Technologies,3.7,IT Services & Consulting, Pune ,28 other locations
287,Shoppers Stop,4.0,Retail, Pune ,83 other locations
288,Niva Bupa Health Insurance Company,3.9,Insurance, Pune ,296 other locations
289,DS Group,4.1,FMCG, Pune ,280 other locations
290,Suzlon Group,4.0,Power, Pune ,142 other locations
291,ESAF Small Finance Bank,3.6,Banking, Pune ,436 other locations
292,Fujitsu,3.8,IT Services & Consulting, Pune ,41 other locations
293,Tata Elxsi,3.5,IT Services & Consulting, Pune ,30 other locations
294,Eternal Limited,3.6,Internet, Pune ,218 other locations
295,Apollo Tyres,4.0,Auto Components, Pune ,181 other locations
296,Nokia,4.0,Telecom, Pune ,166 other locations
297,VVDN Technologies,3.6,IT Services & Consulting, Pune ,49 other locations
298,Ola Electric Mobility,3.3,Automobile, Pune ,415 other locations
299,Indus Towers,3.6,Telecom, Pune ,237 other locations
300,Sagility,3.9,BPO, Pune ,27 other locations
301,Yazaki,3.9,Auto Components, Pune ,93 other locations
302,IKS Health,3.5,Healthcare, Pune ,31 other locations
303,UnitedHealth,4.0,Healthcare, Pune ,17 other locations
304,Bharat Financial Inclusion,3.7,Financial Services, Pune ,489 other locations
305,Fiserv,2.9,FinTech, Pune ,32 other locations
306,Landmark Group,3.8,Retail, Pune ,172 other locations
307,Shree Cement,3.8,Building Material, Pune ,255 other locations
308,Britannia,4.0,FMCG, Pune ,297 other locations
309,SRF,4.1,Chemicals, Pune ,67 other locations
310,Blue Dart Express Ltd,3.9,Logistics, Pune ,278 other locations
311,Whitehat jr,3.3,EdTech, Pune ,49 other locations
312,Kansai Nerolac Paints,3.8,Chemicals, Pune ,253 other locations
313,Exide Industries,3.4,Auto Components, Pune ,198 other locations
314,Shell,3.9,Oil & Gas, Pune ,90 other locations
315,Flex,3.9,Electronics Manufacturing, Pune ,46 other locations
316,Capita,3.5,BPO, Pune ,32 other locations
317,Dalmia Bharat Cement,3.9,Building Material, Pune ,249 other locations
318,ElasticRun,3.6,Logistics, Pune ,390 other locations
319,Micro Labs,3.6,Pharma, Pune ,150 other locations
320,Nestl̩,3.8,FMCG, Pune ,278 other locations
321,TVS Supply Chain Solutions,3.8,Logistics, Pune ,152 other locations
322,Zepto,3.5,Internet, Pune ,100 other locations
323,KFintech,3.4,Financial Services, Pune ,113 other locations
324,KPMG Global Services,3.5,Management Consulting, Pune ,37 other locations
325,G4S,4.0,Law Enforcement & Security, Pune ,162 other locations
326,ZS,3.1,Management Consulting, Pune ,16 other locations
327,Star Health & Allied Insurance,3.5,Insurance, Pune ,326 other locations
328,Voltas,4.0,Consumer Electronics & Appliances, Pune ,204 other locations
329,BlackBuck,3.7,Internet, Pune ,365 other locations
330,Sahrudaya Healthcare (Medicover Hospitals),4.4,Healthcare, Pune ,45 other locations
331,Sonalika Tractors,3.6,Automobile, Pune ,191 other locations
332,Ajanta Pharma,3.9,Pharma, Pune ,118 other locations
333,Blue Star,4.1,Consumer Electronics & Appliances, Pune ,147 other locations
334,Care Health Insurance,3.5,Insurance, Pune ,242 other locations
335,Domino's Pizza,3.9,Hospitality, Pune ,246 other locations
336,ACT Fibernet,3.9,Telecom, Pune ,56 other locations
337,GATI-KWE,3.9,Logistics, Pune ,162 other locations
338,NoBroker,3.0,Internet, Pune ,49 other locations
339,Tata Electronics,3.9,Semiconductors, Pune ,48 other locations
340,Fortis Healthcare,4.0,Healthcare, Pune ,69 other locations
341,Gallagher,3.7,Insurance, Pune ,28 other locations
342,Exl India,3.5,Logistics, Pune ,43 other locations
343,Bajaj Electricals,3.9,Consumer Electronics & Appliances, Pune ,233 other locations
344,Sterlite Technologies,3.8,Hardware & Networking, Pune ,101 other locations
345,Adani Power,3.7,Power, Pune ,127 other locations
346,Movate,3.1,IT Services & Consulting, Pune ,38 other locations
347,Sammaan Capital Limited,3.8,NBFC, Pune ,201 other locations
348,Alldigi Tech,3.9,BPO, Pune ,36 other locations
349,Foundever,3.4,BPO, Pune ,23 other locations
350,DBS Bank,3.7,Banking, Pune ,175 other locations
351,V-Mart,4.1,Retail, Pune ,284 other locations
352,Himalaya Wellness,4.0,Pharma, Pune ,236 other locations
353,Tractors and Farm Equipment,3.9,Industrial Machinery, Pune ,191 other locations
354,BT Group,3.8,Telecom, Pune ,23 other locations
355,Tata Advanced Systems,3.7,Defence & Aerospace, Pune ,55 other locations
356,Parle Agro,4.0,Beverage, Pune ,255 other locations
357,JCB,3.9,Industrial Machinery, Pune ,113 other locations
358,Patanjali Ayurved,3.9,FMCG, Pune ,300 other locations
359,IntouchCX,2.7,BPO, Pune ,22 other locations
360,Statestreet HCL Services,3.4,BPO, Pune ,18 other locations
361,Paras Hospital,4.1,Healthcare, Pune ,62 other locations
362,Foxconn,3.9,Electronics Manufacturing, Pune ,59 other locations
363,McDonald's,3.9,Hospitality, Pune ,147 other locations
364,Laurus Labs,4.3,Pharma, Pune ,33 other locations
365,Physicswallah,3.6,EdTech, Pune ,121 other locations
366,ICICI Securities,3.9,Financial Services, Pune ,148 other locations
367,Mahindra Holidays & Resorts,3.5,Hospitality, Pune ,112 other locations
368,Emcure Pharmaceuticals,3.7,Pharma, Pune ,113 other locations
