,company name,ratings,company_type,location,other_loc
205,Aditya Birla Capital,3.8,NBFC, Chennai ,338 other locations
206,Grasim Industries,4.0,Building Material, Chennai ,241 other locations
207,Maersk,4.0,Logistics, Chennai ,49 other locations
208,Synechron,3.5,IT Services & Consulting, Chennai ,32 other locations
209,Glenmark Pharmaceuticals,3.8,Pharma, Chennai ,184 other locations
210,Birlasoft,3.5,IT Services & Consulting, Chennai ,50 other locations
211,Godrej & Boyce Manufacturing,3.9,Consumer Electronics & Appliances, Chennai ,165 other locations
212,Dabur,3.8,FMCG, Chennai ,320 other locations
213,Altruist Technologies,4.4,BPO, Chennai ,44 other locations
214,Samvardhana Motherson Group,3.7,Auto Components, Chennai ,93 other locations
215,Kotak Mahindara Life Insurance,3.5,Insurance, Chennai ,257 other locations
216,Cogent E Services,3.2,BPO, Chennai ,55 other locations
217,JK Cement,4.0,Building Material, Chennai ,325 other locations
218,Sodexo,4.0,Facility Management Services, Chennai ,156 other locations
219,Bharat Electronics,4.2,Electronics Manufacturing, Chennai ,87 other locations
220,KPIT Technologies,3.0,Software Product, Chennai ,44 other locations
221,Abbott,4.1,Pharma, Chennai ,214 other locations
222,Aarti Industries,4.0,Agro Chemicals, Chennai ,58 other locations
223,Reliance Projects & Property Management Services,4.0,Other, Chennai ,617 other locations
224,Ipca Laboratories,3.9,Pharma, Chennai ,160 other locations
225,Indian Oil Corporation,4.3,Oil & Gas, Chennai ,308 other locations
226,Reliance Digital,4.1,Retail, Chennai ,378 other locations
227,MRF Tyres,3.6,Auto Components, Chennai ,193 other locations
228,Alkem Laboratories,3.9,Pharma, Chennai ,196 other locations
229,Johnson Controls,3.5,Industrial Automation, Chennai ,57 other locations
230,IGT Solutions,3.2,BPO, Chennai ,47 other locations
231,Honda Motorcycle & Scooter,4.1,Automobile, Chennai ,298 other locations
232,PhonePe,4.1,FinTech, Chennai ,391 other locations
233,Cloudnine Hospital,4.4,Healthcare, Chennai ,46 other locations
234,UNO Minda,3.9,Auto Components, Chennai ,109 other locations
235,Hindustan Coca Cola Beverages,4.0,Beverage, Chennai ,258 other locations
236,ArcelorMittal Nippon Steel,4.1,Iron & Steel, Chennai ,86 other locations
237,Ford Motor,4.2,Automobile, Chennai ,130 other locations
238,24/7 Customer,3.4,Software Product, Chennai ,36 other locations
239,UBS,3.8,Financial Services, Chennai ,19 other locations
240,DTDC Express,3.7,Logistics, Chennai ,269 other locations
241,Ceat Tyres,3.9,Auto Components, Chennai ,141 other locations
242,Reliance Nippon Life Insurance,3.4,Insurance, Chennai ,483 other locations
243,ABB,4.1,Industrial Machinery, Chennai ,107 other locations
244,RSPL Group,4.1,FMCG, Chennai ,256 other locations
245,HARMAN,3.8,Consumer Electronics & Appliances, Chennai ,42 other locations
246,Blinkit,3.7,Internet, Chennai ,141 other locations
247,NatWest Group,4.0,Banking, Chennai ,29 other locations
248,Barclays,3.7,Banking, Chennai ,36 other locations
249,AGS Health,4.0,Analytics & KPO, Chennai ,60 other locations
250,Indian Air Force,4.5,Defence & Aerospace, Chennai ,134 other locations
251,TVS Credit Services Ltd,4.2,NBFC, Chennai ,422 other locations
252,InterGlobe Aviation,3.5,Aviation, Chennai ,104 other locations
253,Niva Bupa Health Insurance Company,4.1,Insurance, Chennai ,319 other locations
254,Conduent,3.4,BPO, Chennai ,35 other locations
255,Alstom Transportation,3.7,Engineering & Construction, Chennai ,80 other locations
256,Croma,3.8,Retail, Chennai ,191 other locations
257,Marpu Foundation,4.9,Non-Profit, Chennai ,62 other locations
258,GeBBS Healthcare Solutions,3.7,BPO, Chennai ,26 other locations
259,Tata Technologies,3.5,Engineering & Construction, Chennai ,55 other locations
260,Tata AIG,4.0,Insurance, Chennai ,260 other locations
261,Max Healthcare,3.9,Healthcare, Chennai ,78 other locations
262,UPL,4.1,Agro Chemicals, Chennai ,186 other locations
263,PepsiCo,4.0,Food Processing, Chennai ,275 other locations
264,Amazon Transportation Services,4.2,Logistics, Chennai ,228 other locations
265,Bajaj General Insurance Limited,3.7,Insurance, Chennai ,273 other locations
266,Titan Company,4.2,Retail, Chennai ,182 other locations
267,Dilip Buildcon,3.9,Engineering & Construction, Chennai ,225 other locations
268,Walmart,3.5,Retail, Chennai ,92 other locations
269,Mankind Pharma,3.8,Pharma, Chennai ,246 other locations
270,Future Group,4.2,Retail, Chennai ,208 other locations
271,S&P Global,4.0,Analytics & KPO, Chennai ,47 other locations
272,Varroc Group,3.6,Auto Components, Chennai ,62 other locations
273,MSN Laboratories,3.6,Pharma, Chennai ,104 other locations
274,Jindal Stainless,4.1,Iron & Steel, Chennai ,76 other locations
275,Afcons Infrastructure,4.2,Engineering & Construction, Chennai ,121 other locations
276,Societe Generale Global Solution Centre,3.6,IT Services & Consulting, Chennai ,24 other locations
277,Torrent Pharmaceuticals,4.0,Pharma, Chennai ,129 other locations
278,Quest Global,3.5,IT Services & Consulting, Chennai ,49 other locations
279,Square Yards,3.6,Internet, Chennai ,51 other locations
280,CMS IT Services,3.1,IT Services & Consulting, Chennai ,152 other locations
281,I Process Services,3.8,Recruitment, Chennai ,405 other locations
282,IDFC FIRST Bharat,4.2,Financial Services, Chennai ,420 other locations
283,ACC,3.9,Building Material, Chennai ,272 other locations
284,HDFC Sales,3.9,Financial Services, Chennai ,345 other locations
285,Zensar Technologies,3.7,IT Services & Consulting, Chennai ,28 other locations
286,Suzlon Group,4.0,Power, Chennai ,142 other locations
287,ESAF Small Finance Bank,3.6,Banking, Chennai ,438 other locations
288,Shoppers Stop,4.0,Retail, Chennai ,83 other locations
289,DS Group,4.1,FMCG, Chennai ,280 other locations
290,Sagility,3.9,BPO, Chennai ,27 other locations
291,Tata Elxsi,3.5,IT Services & Consulting, Chennai ,30 other locations
292,Ola Electric Mobility,3.4,Automobile, Chennai ,419 other locations
293,Eternal Limited,3.6,Internet, Chennai ,219 other locations
294,Fujitsu,3.8,IT Services & Consulting, Chennai ,41 other locations
295,Apollo Tyres,4.0,Auto Components, Chennai ,181 other locations
296,VVDN Technologies,3.6,IT Services & Consulting, Chennai ,49 other locations
297,Nokia,4.0,Telecom, Chennai ,166 other locations
298,Indus Towers,3.6,Telecom, Chennai ,240 other locations
299,Yazaki,3.9,Auto Components, Chennai ,94 other locations
300,IKS Health,3.6,Healthcare, Chennai ,31 other locations
301,Bharat Financial Inclusion,3.7,Financial Services, Chennai ,491 other locations
302,Fiserv,2.9,FinTech, Chennai ,32 other locations
303,UnitedHealth,4.0,Healthcare, Chennai ,17 other locations
304,Landmark Group,3.8,Retail, Chennai ,173 other locations
305,Shree Cement,3.8,Building Material, Chennai ,255 other locations
306,Dalmia Bharat Cement,3.9,Building Material, Chennai ,251 other locations
307,Britannia,4.0,FMCG, Chennai ,298 other locations
308,SRF,4.1,Chemicals, Chennai ,67 other locations
309,Blue Dart Express Ltd,3.9,Logistics, Chennai ,278 other locations
310,Kansai Nerolac Paints,3.8,Chemicals, Chennai ,253 other locations
311,Whitehat jr,3.3,EdTech, Chennai ,49 other locations
312,Exide Industries,3.4,Auto Components, Chennai ,199 other locations
313,Shell,3.9,Oil & Gas, Chennai ,91 other locations
314,Flex,3.9,Electronics Manufacturing, Chennai ,46 other locations
315,ElasticRun,3.6,Logistics, Chennai ,390 other locations
316,NestlÃÂ©,3.8,FMCG, Chennai ,278 other locations
317,Zepto,3.5,Internet, Chennai ,100 other locations
318,Micro Labs,3.6,Pharma, Chennai ,150 other locations
319,TVS Supply Chain Solutions,3.8,Logistics, Chennai ,153 other locations
320,Capita,3.5,BPO, Chennai ,31 other locations
321,KFintech,3.4,Financial Services, Chennai ,113 other locations
322,KPMG Global Services,3.5,Management Consulting, Chennai ,37 other locations
323,ZS,3.1,Management Consulting, Chennai ,16 other locations
324,Star Health & Allied Insurance,3.5,Insurance, Chennai ,327 other locations
325,G4S,4.0,Law Enforcement & Security, Chennai ,162 other locations
326,Voltas,4.0,Consumer Electronics & Appliances, Chennai ,205 other locations
327,BlackBuck,3.7,Internet, Chennai ,365 other locations
328,Sonalika Tractors,3.6,Automobile, Chennai ,192 other locations
329,Tata Electronics,3.9,Semiconductors, Chennai ,49 other locations
330,Sahrudaya Healthcare (Medicover Hospitals),4.4,Healthcare, Chennai ,45 other locations
331,Ajanta Pharma,3.9,Pharma, Chennai ,118 other locations
332,Blue Star,4.1,Consumer Electronics & Appliances, Chennai ,147 other locations
333,Care Health Insurance,3.5,Insurance, Chennai ,243 other locations
334,Domino's Pizza,3.9,Hospitality, Chennai ,246 other locations
335,GATI-KWE,3.9,Logistics, Chennai ,162 other locations
336,ACT Fibernet,3.9,Telecom, Chennai ,57 other locations
337,Exl India,3.5,Logistics, Chennai ,43 other locations
338,Fortis Healthcare,4.0,Healthcare, Chennai ,69 other locations
339,NoBroker,3.0,Internet, Chennai ,47 other locations
340,Bajaj Electricals,3.9,Consumer Electronics & Appliances, Chennai ,233 other locations
341,Movate,3.2,IT Services & Consulting, Chennai ,38 other locations
342,Sterlite Technologies,3.8,Hardware & Networking, Chennai ,101 other locations
343,Sammaan Capital Limited,3.8,NBFC, Chennai ,201 other locations
344,DBS Bank,3.7,Banking, Chennai ,175 other locations
345,Alldigi Tech,3.9,BPO, Chennai ,36 other locations
346,V-Mart,4.1,Retail, Chennai ,284 other locations
347,Foundever,3.4,BPO, Chennai ,22 other locations
348,Tractors and Farm Equipment,3.9,Industrial Machinery, Chennai ,192 other locations
349,Himalaya Wellness,4.0,Pharma, Chennai ,235 other locations
350,Tata Advanced Systems,3.7,Defence & Aerospace, Chennai ,55 other locations
351,Northern Trust Operating Services,3.6,Financial Services, Chennai ,27 other locations
352,BT Group,3.8,Telecom, Chennai ,23 other locations
353,Parle Agro,4.0,Beverage, Chennai ,256 other locations
354,JCB,3.9,Industrial Machinery, Chennai ,113 other locations
355,Foxconn,3.9,Electronics Manufacturing, Chennai ,59 other locations
356,Patanjali Ayurved,3.9,FMCG, Chennai ,300 other locations
357,Statestreet HCL Services,3.4,BPO, Chennai ,18 other locations
358,Physicswallah,3.6,EdTech, Chennai ,122 other locations
359,McDonald's,3.8,Hospitality, Chennai ,149 other locations
360,Photon Interactive,4.1,IT Services & Consulting, Chennai ,18 other locations
