,company name,ratings,company_type,location,other_loc
242,Ceat Tyres,3.9,Auto Components, Hyderabad / Secunderabad ,141 other locations
243,RSPL Group,4.0,FMCG, Hyderabad / Secunderabad ,255 other locations
244,ABB,4.1,Industrial Machinery, Hyderabad / Secunderabad ,105 other locations
245,HARMAN,3.8,Consumer Electronics & Appliances, Hyderabad / Secunderabad ,42 other locations
246,Cloudnine Hospital,4.4,Healthcare, Hyderabad / Secunderabad ,46 other locations
247,Barclays,3.7,Banking, Hyderabad / Secunderabad ,36 other locations
248,Indian Air Force,4.5,Defence & Aerospace, Hyderabad / Secunderabad ,136 other locations
249,AGS Health,4.0,Analytics & KPO, Hyderabad / Secunderabad ,60 other locations
250,NatWest Group,4.0,Banking, Hyderabad / Secunderabad ,29 other locations
251,Blinkit,3.7,Internet, Hyderabad / Secunderabad ,142 other locations
252,InterGlobe Aviation,3.5,Aviation, Hyderabad / Secunderabad ,103 other locations
253,TVS Credit Services Ltd,4.2,NBFC, Hyderabad / Secunderabad ,423 other locations
254,Conduent,3.4,BPO, Hyderabad / Secunderabad ,35 other locations
255,Alstom Transportation,3.7,Engineering & Construction, Hyderabad / Secunderabad ,80 other locations
256,Marpu Foundation,4.9,Non-Profit, Hyderabad / Secunderabad ,62 other locations
257,GeBBS Healthcare Solutions,3.7,BPO, Hyderabad / Secunderabad ,26 other locations
258,Tata Technologies,3.5,Engineering & Construction, Hyderabad / Secunderabad ,55 other locations
259,Croma,3.8,Retail, Hyderabad / Secunderabad ,189 other locations
260,Tata AIG,4.0,Insurance, Hyderabad / Secunderabad ,260 other locations
261,Max Healthcare,3.9,Healthcare, Hyderabad / Secunderabad ,78 other locations
262,UPL,4.1,Agro Chemicals, Hyderabad / Secunderabad ,185 other locations
263,PepsiCo,4.0,Food Processing, Hyderabad / Secunderabad ,275 other locations
264,Titan Company,4.2,Retail, Hyderabad / Secunderabad ,183 other locations
265,Amazon Transportation Services,4.2,Logistics, Hyderabad / Secunderabad ,227 other locations
266,Bajaj General Insurance Limited,3.8,Insurance, Hyderabad / Secunderabad ,273 other locations
267,Dilip Buildcon,3.9,Engineering & Construction, Hyderabad / Secunderabad ,226 other locations
268,Walmart,3.5,Retail, Hyderabad / Secunderabad ,93 other locations
269,Mankind Pharma,3.8,Pharma, Hyderabad / Secunderabad ,247 other locations
270,Future Group,4.2,Retail, Hyderabad / Secunderabad ,207 other locations
271,S&P Global,4.0,Analytics & KPO, Hyderabad / Secunderabad ,47 other locations
272,MSN Laboratories,3.6,Pharma, Hyderabad / Secunderabad ,104 other locations
273,Jindal Stainless,4.1,Iron & Steel, Hyderabad / Secunderabad ,76 other locations
274,Afcons Infrastructure,4.2,Engineering & Construction, Hyderabad / Secunderabad ,121 other locations
275,Societe Generale Global Solution Centre,3.6,IT Services & Consulting, Hyderabad / Secunderabad ,24 other locations
276,Torrent Pharmaceuticals,4.0,Pharma, Hyderabad / Secunderabad ,128 other locations
277,Quest Global,3.5,IT Services & Consulting, Hyderabad / Secunderabad ,47 other locations
278,CMS IT Services,3.1,IT Services & Consulting, Hyderabad / Secunderabad ,152 other locations
279,Square Yards,3.6,Internet, Hyderabad / Secunderabad ,51 other locations
280,ACC,3.9,Building Material, Hyderabad / Secunderabad ,272 other locations
