,company_name,ratings,company_type,location,other_loc
7813,Colston Bath & Spa,3.6,Building Material, New Delhi ,17 other locations
7814,Systemair India,3.7,Electronics Manufacturing, New Delhi ,12 other locations
7815,Kanodia Cement,3.4,Engineering & Construction, New Delhi ,12 other locations
7816,Floor & Furnishings,3.1,Fashion & Textile, New Delhi ,5 other locations
7817,Probus Insurance Broker Private limited,3.6,Insurance, New Delhi ,25 other locations
7818,KidZania,3.5,Media & Entertainment, New Delhi ,3 other locations
7819,R1 Group,4.0,Analytics & KPO, New Delhi ,9 other locations
7820,M Intergraph Systems,4.2,IT Services & Consulting, New Delhi ,6 other locations
7821,Kestone Integrated Marketing Services,3.0,Marketing & Advertising, New Delhi ,17 other locations
7822,Locofast,2.8,Internet, New Delhi ,5 other locations
7823,Trilegal,4.0,Legal, New Delhi ,5 other locations
7824,The MobileStore,4.6,Internet, New Delhi ,23 other locations
7825,Black Cat Engineering And Construction,4.0,Engineering & Construction, New Delhi ,8 other locations
7826,Aditya Birla Insurance Brokers,4.4,Insurance, New Delhi ,20 other locations
7827,Express Clinics,2.7,Healthcare, New Delhi ,10 other locations
7828,DKM Online,4.0,Recruitment, New Delhi ,5 other locations
7829,Noble Group,3.1,Logistics, New Delhi ,10 other locations
7830,Carillion Alawi LLC,4.6,Facility Management Services, New Delhi ,12 other locations
7831,R. K. Associates Valuers & Techno Engineering Consultants,3.9,Management Consulting, New Delhi ,18 other locations
7832,Grow Indigo,3.7,Agriculture, New Delhi ,19 other locations
7833,Ramsays Corporation,3.5,Auto Components, New Delhi ,5 other locations
7834,Padam Interiors,3.9,Architecture & Interior Design, New Delhi ,13 other locations
7835,Finwizz Management Consultants,3.3,Financial Services, New Delhi ,22 other locations
7836,Trangile Services,4.3,IT Services & Consulting, New Delhi ,6 other locations
7837,RMS,3.7,Industrial Automation, New Delhi ,17 other locations
7838,Shetty Infraservices,4.4,IT Services & Consulting, New Delhi ,7 other locations
7839,Matrix Media Solutions,3.6,IT Services & Consulting, New Delhi ,3 other locations
7840,EdiQue Solutions,3.5,EdTech, New Delhi ,26 other locations
7841,Sinsan Pharmaceuticals,3.0,Pharma, New Delhi ,21 other locations
7842,Haribhakti & Co,2.2,Accounting & Auditing, New Delhi ,9 other locations
7843,Brahmayya,3.7,Accounting & Auditing, New Delhi ,12 other locations
7844,Gepdec Infratech,3.3,Engineering & Construction, New Delhi ,10 other locations
7845,Dynamic Engineering,3.6,Industrial Machinery, New Delhi ,27 other locations
7846,Zone By The Park Chennai,4.0,Hospitality, New Delhi ,19 other locations
7847,Isosceles Sales And Service,4.0,Electronics Manufacturing, New Delhi ,16 other locations
7848,RubicoIT,3.0,Hardware & Networking, New Delhi ,5 other locations
7849,Kach Motors,3.7,Auto Components, New Delhi ,6 other locations
7850,Jack & Jones,4.3,Fashion & Textile, New Delhi ,30 other locations
7851,Talbros Engineering,3.3,Auto Components, New Delhi ,4 other locations
7852,TONI&GUY,3.8,Beauty & Personal Care, New Delhi ,25 other locations
7853,ClearTrail Technologies,2.6,Emerging Technologies, New Delhi ,4 other locations
7854,DIGIDARTS MARKETING,4.5,Marketing & Advertising, New Delhi ,4 other locations
7855,Aishwarya Health Care,2.8,Pharma, New Delhi ,18 other locations
7856,Aakash Hospital,3.5,Healthcare, New Delhi ,7 other locations
7857,Ball Corporation,3.0,Internet, New Delhi ,13 other locations
7858,Vishva Electrotech,3.3,Consumer Electronics & Appliances, New Delhi ,23 other locations
7859,Autoplant Systems India Pvt.Ltd,3.3,Software Product, New Delhi ,9 other locations
7860,Beardo,4.5,Beauty & Personal Care, New Delhi ,24 other locations
7861,Luminous Infoways,2.9,IT Services & Consulting, New Delhi ,12 other locations
7862,Simon India,3.6,Oil & Gas, New Delhi ,17 other locations
7863,Tarz Distribution India,4.2,Beauty & Personal Care, New Delhi ,15 other locations
7864,Cynet India,3.2,Recruitment, New Delhi ,8 other locations
7865,Plastiblends India,3.7,Chemicals, New Delhi ,10 other locations
7866,CK Birla Healthcare,3.6,Healthcare, New Delhi ,13 other locations
7867,Glassdoor,4.0,Internet, New Delhi ,24 other locations
7868,Wings Brand Activation,4.2,Aviation, New Delhi ,13 other locations
7869,Chemline India,2.9,Chemicals, New Delhi ,4 other locations
7870,SPM INDIA,3.7,Industrial Machinery, New Delhi ,10 other locations
7871,Marvel Vinyls,3.2,Petrochemicals, New Delhi ,5 other locations
7872,Ajay Poly,3.9,Financial Services, New Delhi ,11 other locations
7873,Fourth Dimension Solutions,3.5,IT Services & Consulting, New Delhi ,15 other locations
7874,Khansaheb Civil Engineering LLC,4.6,Engineering & Construction, New Delhi ,9 other locations
7875,Acro Paints,4.1,Building Material, New Delhi ,13 other locations
7876,ABSAS Solutions,3.6,EdTech, New Delhi ,5 other locations
7877,National Steel & Agro Industries,4.0,Iron & Steel, New Delhi ,13 other locations
7878,Birla Group,4.1,Metals & Mining, New Delhi ,42 other locations
7879,White House,4.2,Government, New Delhi ,16 other locations
7880,Vision Plus Security Control,3.7,Consumer Electronics & Appliances, New Delhi ,18 other locations
7881,Biodeal Pharmaceuticals Limited,3.6,Pharma, New Delhi ,5 other locations
7882,Vaalve India,3.9,Building Material, New Delhi ,20 other locations
7883,Shapoorji Pallonji International,3.8,Engineering & Construction, New Delhi ,14 other locations
7884,Neokraft Global,3.8,Electronics Manufacturing, New Delhi ,4 other locations
7885,Vayam Technologies,3.2,IT Services & Consulting, New Delhi ,20 other locations
7886,Dr. KNS Memorial Institute of Medical Sciences,2.3,Healthcare, New Delhi ,5 other locations
7887,Ken Research,3.0,Analytics & KPO, New Delhi ,3 other locations
7888,Gaursons Hi Tech Infrastructure,4.3,Real Estate, New Delhi ,4 other locations
7889,JHS Svendgaard Laboratories,3.6,FMCG, New Delhi ,10 other locations
7890,Whitevox,3.3,Marketing & Advertising, New Delhi ,1 other locations
7891,Fluidline Engineers And Fabricators,4.1,Industrial Machinery, New Delhi ,13 other locations
7892,Morae Global,3.5,Legal, New Delhi ,2 other locations
7893,Mothercare,3.6,Retail, New Delhi ,25 other locations
7894,Al Maha Foods International,4.2,FMCG, New Delhi ,2 other locations
7895,UDAAN CARGO & LOGISTICS,4.0,Logistics, New Delhi ,38 other locations
7896,Ozell Cooner Paints,2.7,Chemicals, New Delhi ,21 other locations
7897,Watrana Traction,3.9,Industrial Machinery, New Delhi ,23 other locations
7898,Minilec,3.0,Electrical Equipment, New Delhi ,7 other locations
7899,Doon Public School,3.9,Education & Training, New Delhi ,31 other locations
7900,FAITH AUTOMATION SYSTEMS & TOOLING,3.5,Industrial Automation, New Delhi ,3 other locations
7901,Abbott Diagnostics,2.5,Internet, New Delhi ,21 other locations
7902,Laxmi Enterprises,4.1,Packaging, New Delhi ,33 other locations
7903,MITTAL ELECTRONICS,3.7,Consumer Electronics & Appliances, New Delhi ,16 other locations
7904,MicroGenesis CADSoft,4.0,Software Product, New Delhi ,8 other locations
7905,Hirva Hr Solutions,4.7,Recruitment, New Delhi ,34 other locations
7906,IKIO Lighting,3.3,Electronics Manufacturing, New Delhi ,4 other locations
7907,Ahlada Engineers,3.4,Furniture & Furnishing, New Delhi ,4 other locations
7908,Effectual Services,3.2,Legal, New Delhi ,4 other locations
7909,Teleflex Medical,3.6,Medical Equipment, New Delhi ,13 other locations
7910,Ruchira Papers,4.3,Pulp & Paper, New Delhi ,11 other locations
7911,Tamilnadu Newsprint Papers,4.3,Pulp & Paper, New Delhi ,5 other locations
7912,Sargam Electronics,2.9,Retail, New Delhi ,12 other locations
7913,Witty International School,3.6,Financial Services, New Delhi ,6 other locations
7914,Indbank Global Support Services,3.3,Banking, New Delhi ,25 other locations
7915,OSI Systems,4.1,Electrical Equipment, New Delhi ,5 other locations
7916,Pravaig Dynamics,3.2,Auto Components, New Delhi ,3 other locations
7917,Ornate TechnoServices,4.4,IT Services & Consulting, New Delhi ,18 other locations
7918,Insolare Energy,3.9,Power, New Delhi ,17 other locations
7919,Wayspire Ed-Tech Private Limited,4.0,Education & Training, New Delhi ,5 other locations
7920,Bihar Skill Development Mission,3.5,Government, New Delhi ,28 other locations
7921,Phoenix Group India,4.0,Semiconductors, New Delhi ,10 other locations
7922,Lavya Associates HR Services,2.0,Recruitment, New Delhi ,6 other locations
7923,Artsana India,3.9,Pharma, New Delhi ,19 other locations
7924,Everrenew,3.7,Power, New Delhi ,19 other locations
7925,Best Agrolife,3.8,Agro Chemicals, New Delhi ,19 other locations
7926,ANJ Turnkey Projects,3.9,Real Estate, New Delhi ,8 other locations
7927,Karix Mobile,3.2,Telecom, New Delhi ,7 other locations
7928,Bakson Drugs,3.8,Pharma, New Delhi ,14 other locations
7929,Mediplus,3.8,Medical Equipment, New Delhi ,9 other locations
7930,JPLoft Solutions,4.4,IT Services & Consulting, New Delhi ,5 other locations
7931,Tattva Spa,3.3,Fitness & Wellness, New Delhi ,22 other locations
7932,Arabian Bemco Contracting Co,3.9,Engineering & Construction, New Delhi ,11 other locations
7933,Tech-Observer,4.0,Pharma, New Delhi ,9 other locations
7934,Sahasra Electronics,3.5,Electronics Manufacturing, New Delhi ,7 other locations
7935,Appco Group,3.6,Marketing & Advertising, New Delhi ,15 other locations
7936,Merino Panel Products,4.2,Furniture & Furnishing, New Delhi ,15 other locations
7937,Tahal Group,4.2,Engineering & Construction, New Delhi ,14 other locations
7938,Dexters Logistics,3.1,Logistics, New Delhi ,22 other locations
7939,Deen Dayal Upadhyay Hospital,4.1,Healthcare, New Delhi ,4 other locations
7940,ALEC,4.3,Engineering & Construction, New Delhi ,10 other locations
7941,Heureux Software Solutions,3.5,IT Services & Consulting, New Delhi ,3 other locations
7942,Unayur Marketing,3.5,Healthcare, New Delhi ,1 other locations
7943,The Rajlakshmi Cotton Mills,3.8,Fashion & Textile, New Delhi ,6 other locations
7944,Integrated Information Services,3.8,IT Services & Consulting, New Delhi ,7 other locations
7945,Priniti Foods,2.9,Food Processing, New Delhi ,22 other locations
7946,ROCKWOOL,3.7,Building Material, New Delhi ,9 other locations
7947,Anand Group,3.7,Auto Components, New Delhi ,14 other locations
7948,Dhruv Globals,3.3,Fashion & Textile, New Delhi ,4 other locations
7949,Medikon India Private Limited,4.0,Pharma, New Delhi ,8 other locations
7950,Mancer Consulting Services,4.6,Recruitment, New Delhi ,5 other locations
7951,RBS Group,4.5,Banking, New Delhi ,13 other locations
7952,KLJ POLYMERS & CHEMICALS,3.3,Petrochemicals, New Delhi ,8 other locations
7953,A&A Business Consulting,3.6,Management Consulting, New Delhi ,11 other locations
7954,Government Higher Secondary School,4.5,Education & Training, New Delhi ,30 other locations
7955,Mahanagar Telephone Nigam,3.9,Telecom, New Delhi ,7 other locations
7956,Ayurvet,3.8,Healthcare, New Delhi ,22 other locations
7957,BLR Logistiks (I),4.3,Logistics, New Delhi ,16 other locations
7958,UCC,4.4,Engineering & Construction, New Delhi ,16 other locations
7959,Maxbros Ventures,3.6,Industrial Machinery, New Delhi ,5 other locations
7960,Imperial Electric Company,4.0,Engineering & Construction, New Delhi ,17 other locations
7961,Himile molds,3.3,Auto Components, New Delhi ,5 other locations
7962,M+W Group,3.5,Engineering & Construction, New Delhi ,14 other locations
7963,National Council of Educational Research and Training,4.0,Education & Training, New Delhi ,4 other locations
7964,Qualix Information System LLP,4.1,IT Services & Consulting, New Delhi ,6 other locations
7965,Maan Aluminium,3.2,Metals & Mining, New Delhi ,5 other locations
7966,Data Ingenious Global,3.5,IT Services & Consulting, New Delhi ,17 other locations
7967,Anjani Technoplast,4.0,Defence & Aerospace, New Delhi ,4 other locations
7968,Blubirch,3.1,Internet, New Delhi ,10 other locations
7969,Unistal Systems,2.2,Software Product, New Delhi ,5 other locations
7970,Triune Energy Services,3.8,Oil & Gas, New Delhi ,4 other locations
7971,SourceOne,3.2,Retail, New Delhi ,8 other locations
7972,InterGlobe Enterprises,3.5,Aviation, New Delhi ,18 other locations
7973,JSW MI Steel Service Centre,4.0,Iron & Steel, New Delhi ,7 other locations
7974,21North,2.9,Internet, New Delhi ,14 other locations
7975,Incuspaze Solutions,3.7,Real Estate, New Delhi ,15 other locations
7976,ECL Finance,3.8,NBFC, New Delhi ,25 other locations
7977,ScatterPie Analytics,4.1,Analytics & KPO, New Delhi ,7 other locations
7978,Green Trends,4.3,Beauty & Personal Care, New Delhi ,19 other locations
7979,Global Healthcare,3.9,IT Services & Consulting, New Delhi ,17 other locations
7980,Ephicacy Lifescience Analytics,3.8,Clinical Research, New Delhi ,7 other locations
7981,Shree Bharat International,4.0,Fashion & Textile, New Delhi ,3 other locations
7982,Neil Patel Digital India,2.8,Marketing & Advertising, New Delhi ,4 other locations
7983,Rubber King Tyres,3.1,Auto Components, New Delhi ,5 other locations
7984,Ashtech  INDIA,3.7,Building Material, New Delhi ,12 other locations
7985,Crestech Software,3.1,IT Services & Consulting, New Delhi ,6 other locations
7986,Sirmaxo Chemicals,3.5,Chemicals, New Delhi ,11 other locations
7987,Motherson Techno Tools,4.2,Industrial Machinery, New Delhi ,16 other locations
7988,O2 Spa,4.2,Beauty & Personal Care, New Delhi ,15 other locations
7989,Anchor Offshore Services,2.9,Engineering & Construction, New Delhi ,9 other locations
7990,Bombay Shaving Company,3.4,Beauty & Personal Care, New Delhi ,14 other locations
7991,Smart Joules,3.6,Power, New Delhi ,10 other locations
7992,ShopDeck,3.0,Internet, New Delhi ,4 other locations
7993,FabCafe,4.2,Hospitality, New Delhi ,14 other locations
7994,Dy Auto India,4.1,Industrial Machinery, New Delhi ,8 other locations
7995,Cubic Logics India,4.2,Software Product, New Delhi ,3 other locations
7996,Biryani Blues,3.9,Food Processing, New Delhi ,7 other locations
7997,Indian Institute of Skill Development,3.8,Education & Training, New Delhi ,24 other locations
7998,Banasthali Vidyapith,4.3,Education & Training, New Delhi ,7 other locations
7999,Asian Colour Coated Ispat,4.0,Metals & Mining, New Delhi ,9 other locations
8000,New Saraswati House,3.9,Printing & Publishing, New Delhi ,19 other locations
8001,Axio Biosolutions,4.4,Medical Equipment, New Delhi ,9 other locations
8002,SDG Corporation,4.1,IT Services & Consulting, New Delhi ,5 other locations
8003,Megashop Retail LLP,4.0,Retail, New Delhi ,20 other locations
8004,InCred Premier,4.1,Financial Services, New Delhi ,14 other locations
8005,AIPL ZORRO,3.9,Internet, New Delhi ,25 other locations
8006,ProcMart,4.0,IT Services & Consulting, New Delhi ,11 other locations
8007,Info-X Software Technology,2.6,Software Product, New Delhi ,4 other locations
8008,Orbit Technologies,3.2,Industrial Machinery, New Delhi ,19 other locations
8009,Phillips Machine Tools,4.0,Industrial Machinery, New Delhi ,13 other locations
8010,AXORA RESOURCES,2.7,Metals & Mining, New Delhi ,8 other locations
8011,Aov International,3.8,Medical Equipment, New Delhi ,22 other locations
8012,Cobb Apparels,4.2,Retail, New Delhi ,26 other locations
8013,Swift Securitas,3.6,Law Enforcement & Security, New Delhi ,19 other locations
8014,Brady Services,4.1,Facility Management Services, New Delhi ,5 other locations
8015,KJS AHLUWALIA GROUP,4.1,Metals & Mining, New Delhi ,11 other locations
8016,Winny Immigration & Education Services,3.5,Legal, New Delhi ,8 other locations
8017,Novus Professional Services,3.5,Management Consulting, New Delhi ,3 other locations
8018,TNS Networking Solutions,3.7,IT Services & Consulting, New Delhi ,12 other locations
8019,Spectro Analytical Labs,3.1,Clinical Research, New Delhi ,12 other locations
