,company name,ratings,company_type,location,other_loc
312,Sterlite Technologies,3.8,Hardware & Networking, Ahmedabad ,101 other locations
313,Adani Power,3.7,Power, Ahmedabad ,127 other locations
314,Sammaan Capital Limited,3.8,NBFC, Ahmedabad ,201 other locations
315,Foundever,3.4,BPO, Ahmedabad ,23 other locations
316,Alldigi Tech,3.9,BPO, Ahmedabad ,36 other locations
317,DBS Bank,3.7,Banking, Ahmedabad ,175 other locations
318,V-Mart,4.1,Retail, Ahmedabad ,284 other locations
319,Tractors and Farm Equipment,3.9,Industrial Machinery, Ahmedabad ,191 other locations
320,Himalaya Wellness,4.0,Pharma, Ahmedabad ,236 other locations
321,Tata Advanced Systems,3.7,Defence & Aerospace, Ahmedabad ,55 other locations
322,Parle Agro,4.0,Beverage, Ahmedabad ,255 other locations
323,JCB,3.9,Industrial Machinery, Ahmedabad ,113 other locations
324,Patanjali Ayurved,3.9,FMCG, Ahmedabad ,300 other locations
325,Paras Hospital,4.1,Healthcare, Ahmedabad ,62 other locations
326,McDonald's,3.9,Hospitality, Ahmedabad ,147 other locations
327,Laurus Labs,4.3,Pharma, Ahmedabad ,33 other locations
328,Physicswallah,3.6,EdTech, Ahmedabad ,121 other locations
329,ICICI Securities,3.9,Financial Services, Ahmedabad ,148 other locations
330,Mahindra Holidays & Resorts,3.5,Hospitality, Ahmedabad ,112 other locations
331,Emcure Pharmaceuticals,3.7,Pharma, Ahmedabad ,113 other locations
332,Biocon Limited,4.0,Biotechnology, Ahmedabad ,66 other locations
333,Canara HSBC Life Insurance,3.6,Insurance, Ahmedabad ,312 other locations
334,Planet Spark,3.9,EdTech, Ahmedabad ,62 other locations
335,Mahindra Rural Housing Finance,4.0,NBFC, Ahmedabad ,460 other locations
336,Datamatics Global Services,3.3,IT Services & Consulting, Ahmedabad ,36 other locations
337,Intellect Design Arena,3.6,Software Product, Ahmedabad ,40 other locations
338,Aditya Birla Capital,3.8,NBFC, Ahmedabad ,285 other locations
339,Axis Direct,3.6,Financial Services, Ahmedabad ,269 other locations
340,Taj Hotels Resorts and Palaces,4.2,Hospitality, Ahmedabad ,109 other locations
341,Hero FinCorp,3.9,NBFC, Ahmedabad ,390 other locations
342,3i Infotech,3.4,IT Services & Consulting, Ahmedabad ,127 other locations
343,Capgemini Engineering,3.4,IT Services & Consulting, Ahmedabad ,27 other locations
344,Cadila Pharmaceuticals,3.3,Pharma, Ahmedabad ,134 other locations
345,Info Edge,4.0,Internet, Ahmedabad ,69 other locations
346,Cholamandalam MS General Insurance,3.7,Insurance, Ahmedabad ,385 other locations
347,KocharTech,3.7,IT Services & Consulting, Ahmedabad ,26 other locations
348,Aditya Birla Group,4.1,Metals & Mining, Ahmedabad ,263 other locations
